County,State,Value,Category Range
Carroll,MD,453.4,429.1 - 478.3 (643)
Sanders,MT,453.5,429.1 - 478.3 (643)
McLennan,TX,453.5,429.1 - 478.3 (643)
Livingston,MI,453.6,429.1 - 478.3 (643)
Clarion,PA,453.6,429.1 - 478.3 (643)
Huron,OH,453.7,429.1 - 478.3 (643)
Monroe,GA,453.7,429.1 - 478.3 (643)
Webster,NE,453.9,429.1 - 478.3 (643)
Perry,PA,454,429.1 - 478.3 (643)
Todd,SD,454,429.1 - 478.3 (643)
Putnam,WV,454,429.1 - 478.3 (643)
Campbell,VA,454,429.1 - 478.3 (643)
Allegheny,PA,454.2,429.1 - 478.3 (643)
Valley,MT,454.2,429.1 - 478.3 (643)
Schenectady,NY,454.3,429.1 - 478.3 (643)
Schley,GA,454.4,429.1 - 478.3 (643)
Des Moines,IA,454.5,429.1 - 478.3 (643)
Miner,SD,454.6,429.1 - 478.3 (643)
Brazoria,TX,454.7,429.1 - 478.3 (643)
Castro,TX,454.8,429.1 - 478.3 (643)
Dubois,IN,454.8,429.1 - 478.3 (643)
McDowell,NC,454.8,429.1 - 478.3 (643)
Thayer,NE,454.8,429.1 - 478.3 (643)
St. Charles,LA,454.9,429.1 - 478.3 (643)
Wharton,TX,455.2,429.1 - 478.3 (643)
Jackson,IA,455.3,429.1 - 478.3 (643)
Pocahontas,IA,455.3,429.1 - 478.3 (643)
Howard,IA,455.4,429.1 - 478.3 (643)
Madison,OH,455.4,429.1 - 478.3 (643)
Harper,KS,455.5,429.1 - 478.3 (643)
Coweta,GA,455.5,429.1 - 478.3 (643)
Holt,NE,455.7,429.1 - 478.3 (643)
Missaukee,MI,455.9,429.1 - 478.3 (643)
Morton,KS,456,429.1 - 478.3 (643)
Greene,IA,456.1,429.1 - 478.3 (643)
Washington,ID,456.1,429.1 - 478.3 (643)
Henry,IL,456.1,429.1 - 478.3 (643)
Clarke,GA,456.2,429.1 - 478.3 (643)
Tazewell,IL,456.3,429.1 - 478.3 (643)
Sequatchie,TN,456.3,429.1 - 478.3 (643)
King William,VA,456.3,429.1 - 478.3 (643)
Stone,AR,456.8,429.1 - 478.3 (643)
Shelby,IN,456.9,429.1 - 478.3 (643)
Sevier,UT,457,429.1 - 478.3 (643)
Calumet,WI,457.1,429.1 - 478.3 (643)
Worcester,MD,457.1,429.1 - 478.3 (643)
Warren,KY,457.2,429.1 - 478.3 (643)
Caroline,VA,457.3,429.1 - 478.3 (643)
Venango,PA,457.3,429.1 - 478.3 (643)
Sweetwater,WY,457.5,429.1 - 478.3 (643)
Summit,OH,457.5,429.1 - 478.3 (643)
Northampton,NC,457.5,429.1 - 478.3 (643)
Siskiyou,CA,457.7,429.1 - 478.3 (643)
Kanawha,WV,457.8,429.1 - 478.3 (643)
Kershaw,SC,457.9,429.1 - 478.3 (643)
Zavala,TX,457.9,429.1 - 478.3 (643)
Baldwin,AL,457.9,429.1 - 478.3 (643)
Kingman,KS,457.9,429.1 - 478.3 (643)
Shelby,IL,457.9,429.1 - 478.3 (643)
Merced,CA,458.1,429.1 - 478.3 (643)
Gadsden,FL,458.1,429.1 - 478.3 (643)
Blair,PA,458.1,429.1 - 478.3 (643)
Wadena,MN,458.1,429.1 - 478.3 (643)
Jefferson,PA,458.1,429.1 - 478.3 (643)
Clearfield,PA,458.2,429.1 - 478.3 (643)
Fulton,OH,458.3,429.1 - 478.3 (643)
Meade,KY,458.3,429.1 - 478.3 (643)
Peoria,IL,458.4,429.1 - 478.3 (643)
Bureau,IL,458.4,429.1 - 478.3 (643)
San Joaquin,CA,458.5,429.1 - 478.3 (643)
Swain,NC,458.5,429.1 - 478.3 (643)
Erie,NY,458.6,429.1 - 478.3 (643)
Roosevelt,NM,458.6,429.1 - 478.3 (643)
Trinity,CA,458.6,429.1 - 478.3 (643)
Mercer,IL,458.9,429.1 - 478.3 (643)
Marshall,IL,459,429.1 - 478.3 (643)
Pecos,TX,459,429.1 - 478.3 (643)
Adams,WI,459,429.1 - 478.3 (643)
Butler,IA,459.1,429.1 - 478.3 (643)
Lewis,NY,459.1,429.1 - 478.3 (643)
Davidson,NC,459.2,429.1 - 478.3 (643)
Dickinson,MI,459.2,429.1 - 478.3 (643)
Greene,MO,459.2,429.1 - 478.3 (643)
St. Joseph,IN,459.2,429.1 - 478.3 (643)
Lincoln,NC,459.4,429.1 - 478.3 (643)
Lancaster,SC,459.5,429.1 - 478.3 (643)
Johnson,IN,459.6,429.1 - 478.3 (643)
Carroll,IL,459.7,429.1 - 478.3 (643)
Berks,PA,459.7,429.1 - 478.3 (643)
Logan,OK,459.8,429.1 - 478.3 (643)
Tippecanoe,IN,459.9,429.1 - 478.3 (643)
Refugio,TX,459.9,429.1 - 478.3 (643)
Vance,NC,460,429.1 - 478.3 (643)
Rush,IN,460.1,429.1 - 478.3 (643)
Monongalia,WV,460.2,429.1 - 478.3 (643)
Rutherford,TN,460.3,429.1 - 478.3 (643)
Haywood,NC,460.3,429.1 - 478.3 (643)
Jackson,MO,460.3,429.1 - 478.3 (643)
Cass,MI,460.4,429.1 - 478.3 (643)
Sutter,CA,460.4,429.1 - 478.3 (643)
Cumberland,TN,460.4,429.1 - 478.3 (643)
Alleghany,VA,460.4,429.1 - 478.3 (643)
Grayson,TX,460.4,429.1 - 478.3 (643)
Keweenaw,MI,460.5,429.1 - 478.3 (643)
Plaquemines,LA,460.6,429.1 - 478.3 (643)
Lee,TX,460.6,429.1 - 478.3 (643)
Tripp,SD,460.6,429.1 - 478.3 (643)
Oktibbeha,MS,460.9,429.1 - 478.3 (643)
Franklin,OH,460.9,429.1 - 478.3 (643)
Stark,IL,460.9,429.1 - 478.3 (643)
Miami,KS,460.9,429.1 - 478.3 (643)
Worth,MO,461.1,429.1 - 478.3 (643)
Volusia,FL,461.2,429.1 - 478.3 (643)
Lexington,VA,461.2,429.1 - 478.3 (643)
DeWitt,TX,461.3,429.1 - 478.3 (643)
Del Norte,CA,461.3,429.1 - 478.3 (643)
Anderson,KY,461.3,429.1 - 478.3 (643)
Hancock,KY,461.3,429.1 - 478.3 (643)
Clay,IL,461.6,429.1 - 478.3 (643)
Calhoun,TX,461.7,429.1 - 478.3 (643)
Grundy,IL,461.8,429.1 - 478.3 (643)
Medina,TX,461.9,429.1 - 478.3 (643)
Jackson,TX,462,429.1 - 478.3 (643)
Monroe,MI,462,429.1 - 478.3 (643)
Hamilton,OH,462.2,429.1 - 478.3 (643)
Mercer,PA,462.3,429.1 - 478.3 (643)
Mellette,SD,462.3,429.1 - 478.3 (643)
Briscoe,TX,462.4,429.1 - 478.3 (643)
Gibson,IN,462.4,429.1 - 478.3 (643)
Henderson,KY,462.5,429.1 - 478.3 (643)
Emporia,VA,462.5,429.1 - 478.3 (643)
Milwaukee,WI,462.6,429.1 - 478.3 (643)
Waynesboro,VA,462.7,429.1 - 478.3 (643)
Dickens,TX,462.8,429.1 - 478.3 (643)
Pope,IL,462.9,429.1 - 478.3 (643)
Ottawa,KS,463,429.1 - 478.3 (643)
Scotland,MO,463.1,429.1 - 478.3 (643)
Laurens,SC,463.3,429.1 - 478.3 (643)
Fresno,CA,463.4,429.1 - 478.3 (643)
Lassen,CA,463.7,429.1 - 478.3 (643)
Knox,IL,463.8,429.1 - 478.3 (643)
Sandusky,OH,463.8,429.1 - 478.3 (643)
Bannock,ID,463.9,429.1 - 478.3 (643)
Wayne,WV,463.9,429.1 - 478.3 (643)
Schuyler,MO,464,429.1 - 478.3 (643)
Wyoming,NY,464.1,429.1 - 478.3 (643)
Rensselaer,NY,464.2,429.1 - 478.3 (643)
Pershing,NV,464.2,429.1 - 478.3 (643)
Wabash,IN,464.3,429.1 - 478.3 (643)
Marion,IN,464.5,429.1 - 478.3 (643)
Chatham,GA,464.5,429.1 - 478.3 (643)
Lee,AL,464.7,429.1 - 478.3 (643)
St. Clair,IL,464.7,429.1 - 478.3 (643)
Tyler,WV,464.8,429.1 - 478.3 (643)
Lincoln,WV,465.2,429.1 - 478.3 (643)
St. Lawrence,NY,465.2,429.1 - 478.3 (643)
Beaver,PA,465.2,429.1 - 478.3 (643)
Cochran,TX,465.3,429.1 - 478.3 (643)
Grant,WV,465.4,429.1 - 478.3 (643)
Gogebic,MI,465.4,429.1 - 478.3 (643)
White,IN,465.5,429.1 - 478.3 (643)
Cloud,KS,465.5,429.1 - 478.3 (643)
Perry,IN,465.6,429.1 - 478.3 (643)
Camden,MO,465.6,429.1 - 478.3 (643)
Gilmer,WV,465.6,429.1 - 478.3 (643)
Anderson,TN,465.6,429.1 - 478.3 (643)
Kane,UT,465.7,429.1 - 478.3 (643)
Duval,FL,466,429.1 - 478.3 (643)
Dauphin,PA,466.1,429.1 - 478.3 (643)
Calhoun,WV,466.1,429.1 - 478.3 (643)
Fayette,TX,466.2,429.1 - 478.3 (643)
Sullivan,PA,466.2,429.1 - 478.3 (643)
Madison,IN,466.3,429.1 - 478.3 (643)
Brown,KS,466.3,429.1 - 478.3 (643)
Franklin,KS,466.5,429.1 - 478.3 (643)
Trigg,KY,466.5,429.1 - 478.3 (643)
Clinton,IL,466.5,429.1 - 478.3 (643)
Ellsworth,KS,466.6,429.1 - 478.3 (643)
Surry,VA,466.6,429.1 - 478.3 (643)
Humboldt,IA,466.7,429.1 - 478.3 (643)
Stokes,NC,466.7,429.1 - 478.3 (643)
Logan,KY,466.8,429.1 - 478.3 (643)
Lee,IL,466.9,429.1 - 478.3 (643)
Suffolk,VA,467,429.1 - 478.3 (643)
Hill,TX,467.2,429.1 - 478.3 (643)
Decatur,IA,467.2,429.1 - 478.3 (643)
Henry,OH,467.4,429.1 - 478.3 (643)
Ashland,OH,467.5,429.1 - 478.3 (643)
Carroll,OH,467.6,429.1 - 478.3 (643)
Burke,NC,467.6,429.1 - 478.3 (643)
Adair,MO,467.7,429.1 - 478.3 (643)
Calhoun,MI,467.7,429.1 - 478.3 (643)
Waushara,WI,467.7,429.1 - 478.3 (643)
Canadian,OK,467.9,429.1 - 478.3 (643)
Hamilton,IL,467.9,429.1 - 478.3 (643)
LaGrange,IN,468,429.1 - 478.3 (643)
Baxter,AR,468,429.1 - 478.3 (643)
Cambria,PA,468.1,429.1 - 478.3 (643)
Herkimer,NY,468.3,429.1 - 478.3 (643)
Newton,GA,468.3,429.1 - 478.3 (643)
Matagorda,TX,468.4,429.1 - 478.3 (643)
Gilmer,GA,468.5,429.1 - 478.3 (643)
Jefferson,NY,468.6,429.1 - 478.3 (643)
Berkeley,WV,468.8,429.1 - 478.3 (643)
Niobrara,WY,469,429.1 - 478.3 (643)
Oldham,TX,469,429.1 - 478.3 (643)
Steuben,NY,469,429.1 - 478.3 (643)
Hertford,NC,469,429.1 - 478.3 (643)
Athens,OH,469.1,429.1 - 478.3 (643)
Cabell,WV,469.1,429.1 - 478.3 (643)
Clay,WV,469.2,429.1 - 478.3 (643)
Fulton,IL,469.2,429.1 - 478.3 (643)
Doniphan,KS,469.2,429.1 - 478.3 (643)
Milam,TX,469.3,429.1 - 478.3 (643)
Caddo,LA,469.4,429.1 - 478.3 (643)
Hickory,MO,469.6,429.1 - 478.3 (643)
Escambia,FL,470.1,429.1 - 478.3 (643)
Morgan,IN,470.2,429.1 - 478.3 (643)
Dawson,TX,470.2,429.1 - 478.3 (643)
Atchison,KS,470.4,429.1 - 478.3 (643)
Douglas,GA,470.5,429.1 - 478.3 (643)
Maury,TN,470.5,429.1 - 478.3 (643)
Horry,SC,470.7,429.1 - 478.3 (643)
Bay,FL,470.7,429.1 - 478.3 (643)
Washington,IL,470.7,429.1 - 478.3 (643)
Kenosha,WI,470.8,429.1 - 478.3 (643)
Henry,VA,470.8,429.1 - 478.3 (643)
Hutchinson,SD,470.9,429.1 - 478.3 (643)
Marion,IA,470.9,429.1 - 478.3 (643)
Curry,NM,470.9,429.1 - 478.3 (643)
Lafayette,LA,471,429.1 - 478.3 (643)
Clinton,MO,471.1,429.1 - 478.3 (643)
Ocean,NJ,471.1,429.1 - 478.3 (643)
De Baca,NM,471.2,429.1 - 478.3 (643)
Jones,NC,471.2,429.1 - 478.3 (643)
Greene,IL,471.2,429.1 - 478.3 (643)
San Patricio,TX,471.2,429.1 - 478.3 (643)
Braxton,WV,471.3,429.1 - 478.3 (643)
Rock Island,IL,471.3,429.1 - 478.3 (643)
Huntington,IN,471.5,429.1 - 478.3 (643)
Hill,MT,471.6,429.1 - 478.3 (643)
Decatur,IN,471.8,429.1 - 478.3 (643)
Carbon,PA,471.9,429.1 - 478.3 (643)
Moultrie,IL,472.1,429.1 - 478.3 (643)
Davison,SD,472.1,429.1 - 478.3 (643)
Somerset,ME,472.2,429.1 - 478.3 (643)
Hyde,NC,472.3,429.1 - 478.3 (643)
Taylor,IA,472.3,429.1 - 478.3 (643)
Franklin,MO,472.4,429.1 - 478.3 (643)
Randolph,IL,472.5,429.1 - 478.3 (643)
Schuyler,IL,472.5,429.1 - 478.3 (643)
Waupaca,WI,472.5,429.1 - 478.3 (643)
Washington,TN,472.7,429.1 - 478.3 (643)
Modoc,CA,472.7,429.1 - 478.3 (643)
Oceana,MI,472.7,429.1 - 478.3 (643)
Beaufort,NC,472.7,429.1 - 478.3 (643)
Warren,PA,472.8,429.1 - 478.3 (643)
Madison,NC,472.9,429.1 - 478.3 (643)
Perquimans,NC,472.9,429.1 - 478.3 (643)
Wexford,MI,472.9,429.1 - 478.3 (643)
Lincoln,MT,472.9,429.1 - 478.3 (643)
Scott,IL,473.1,429.1 - 478.3 (643)
Larue,KY,473.3,429.1 - 478.3 (643)
Levy,FL,473.3,429.1 - 478.3 (643)
Bryan,GA,473.3,429.1 - 478.3 (643)
Page,VA,473.3,429.1 - 478.3 (643)
Aransas,TX,473.7,429.1 - 478.3 (643)
Garza,TX,473.7,429.1 - 478.3 (643)
Lake,IN,473.8,429.1 - 478.3 (643)
Bartholomew,IN,474,429.1 - 478.3 (643)
Thomas,GA,474,429.1 - 478.3 (643)
Marshall,WV,474,429.1 - 478.3 (643)
Carson,TX,474.1,429.1 - 478.3 (643)
Forest,PA,474.1,429.1 - 478.3 (643)
Gulf,FL,474.2,429.1 - 478.3 (643)
Ford,IL,474.3,429.1 - 478.3 (643)
Buchanan,MO,474.3,429.1 - 478.3 (643)
Ellis,TX,474.3,429.1 - 478.3 (643)
Gaston,NC,474.8,429.1 - 478.3 (643)
Hemphill,TX,475.1,429.1 - 478.3 (643)
Jasper,IL,475.2,429.1 - 478.3 (643)
Cumberland,IL,475.2,429.1 - 478.3 (643)
Worth,GA,475.2,429.1 - 478.3 (643)
Montgomery,OH,475.3,429.1 - 478.3 (643)
Champaign,OH,475.4,429.1 - 478.3 (643)
Lincoln,MO,475.6,429.1 - 478.3 (643)
Karnes,TX,475.7,429.1 - 478.3 (643)
Catoosa,GA,475.8,429.1 - 478.3 (643)
Osborne,KS,475.8,429.1 - 478.3 (643)
Nash,NC,475.9,429.1 - 478.3 (643)
Randall,TX,476,429.1 - 478.3 (643)
Christian,MO,476.1,429.1 - 478.3 (643)
Ouachita,LA,476.1,429.1 - 478.3 (643)
Montgomery,IL,476.1,429.1 - 478.3 (643)
Caroline,MD,476.2,429.1 - 478.3 (643)
Jackson,MI,476.3,429.1 - 478.3 (643)
Ray,MO,476.3,429.1 - 478.3 (643)
Effingham,GA,476.3,429.1 - 478.3 (643)
Falls,TX,476.4,429.1 - 478.3 (643)
Georgetown,SC,476.5,429.1 - 478.3 (643)
Archer,TX,476.5,429.1 - 478.3 (643)
Webster,IA,476.5,429.1 - 478.3 (643)
Humboldt,NV,476.5,429.1 - 478.3 (643)
Randolph,NC,476.6,429.1 - 478.3 (643)
Oneida,NY,476.6,429.1 - 478.3 (643)
Putnam,FL,476.9,429.1 - 478.3 (643)
Jefferson,FL,477,429.1 - 478.3 (643)
Clark,KS,477,429.1 - 478.3 (643)
Saline,MO,477,429.1 - 478.3 (643)
Dallas,MO,477,429.1 - 478.3 (643)
Chemung,NY,477.1,429.1 - 478.3 (643)
Lynn,TX,477.1,429.1 - 478.3 (643)
Marinette,WI,477.2,429.1 - 478.3 (643)
Orleans,LA,477.3,429.1 - 478.3 (643)
Payne,OK,477.4,429.1 - 478.3 (643)
Camden,GA,477.4,429.1 - 478.3 (643)
Johnston,NC,477.5,429.1 - 478.3 (643)
Swisher,TX,477.9,429.1 - 478.3 (643)
Kusilvak,AK,478,429.1 - 478.3 (643)
Jay,IN,478.2,429.1 - 478.3 (643)
Luzerne,PA,478.3,429.1 - 478.3 (643)
Cowley,KS,478.4,478.4 - 549.3 (643)
Newton,IN,478.6,478.4 - 549.3 (643)
Rowan,NC,478.6,478.4 - 549.3 (643)
Cherokee,NC,478.6,478.4 - 549.3 (643)
Wayne,UT,478.8,478.4 - 549.3 (643)
Fountain,IN,478.9,478.4 - 549.3 (643)
Allen,OH,479.3,478.4 - 549.3 (643)
Lubbock,TX,479.3,478.4 - 549.3 (643)
Roane,WV,479.3,478.4 - 549.3 (643)
Bee,TX,479.4,478.4 - 549.3 (643)
Marion,FL,479.4,478.4 - 549.3 (643)
San Bernardino,CA,479.5,478.4 - 549.3 (643)
Delaware,IN,479.5,478.4 - 549.3 (643)
Washoe,NV,479.7,478.4 - 549.3 (643)
Coshocton,OH,479.8,478.4 - 549.3 (643)
Edmonson,KY,479.8,478.4 - 549.3 (643)
Smith,KS,480,478.4 - 549.3 (643)
Greene,IN,480.1,478.4 - 549.3 (643)
Henry,IN,480.1,478.4 - 549.3 (643)
Grady,GA,480.3,478.4 - 549.3 (643)
Yoakum,TX,480.3,478.4 - 549.3 (643)
Madison,ID,480.4,478.4 - 549.3 (643)
Bosque,TX,480.5,478.4 - 549.3 (643)
McCulloch,TX,480.6,478.4 - 549.3 (643)
Bethel,AK,480.6,478.4 - 549.3 (643)
Knox,OH,480.7,478.4 - 549.3 (643)
Mountrail,ND,480.7,478.4 - 549.3 (643)
Florence,WI,480.7,478.4 - 549.3 (643)
Atascosa,TX,480.8,478.4 - 549.3 (643)
Holmes,OH,480.8,478.4 - 549.3 (643)
Rockingham,NC,480.9,478.4 - 549.3 (643)
Calhoun,FL,481,478.4 - 549.3 (643)
Elk,KS,481,478.4 - 549.3 (643)
Edwards,IL,481.1,478.4 - 549.3 (643)
Houston,GA,481.1,478.4 - 549.3 (643)
Geary,KS,481.2,478.4 - 549.3 (643)
Motley,TX,481.2,478.4 - 549.3 (643)
Bingham,ID,481.3,478.4 - 549.3 (643)
Howard,MO,481.4,478.4 - 549.3 (643)
Woodson,KS,481.5,478.4 - 549.3 (643)
Coryell,TX,481.7,478.4 - 549.3 (643)
Union,TN,481.7,478.4 - 549.3 (643)
Somerset,PA,482,478.4 - 549.3 (643)
Randolph,IN,482.1,478.4 - 549.3 (643)
Putnam,IN,482.2,478.4 - 549.3 (643)
Mills,TX,482.2,478.4 - 549.3 (643)
Iron,MI,482.3,478.4 - 549.3 (643)
St. Bernard,LA,482.4,478.4 - 549.3 (643)
Lynchburg,VA,482.4,478.4 - 549.3 (643)
Macoupin,IL,482.6,478.4 - 549.3 (643)
Bourbon,KY,482.6,478.4 - 549.3 (643)
Floyd,TX,482.7,478.4 - 549.3 (643)
Wheeler,GA,482.9,478.4 - 549.3 (643)
Allen,KS,483.1,478.4 - 549.3 (643)
Richland,IL,483.2,478.4 - 549.3 (643)
Montgomery,IN,483.2,478.4 - 549.3 (643)
Bond,IL,483.3,478.4 - 549.3 (643)
Monroe,OH,483.4,478.4 - 549.3 (643)
Bronx,NY,483.5,478.4 - 549.3 (643)
Cleburne,AR,483.5,478.4 - 549.3 (643)
Cumberland,NC,483.6,478.4 - 549.3 (643)
Ottawa,OH,483.7,478.4 - 549.3 (643)
Crawford,IN,483.7,478.4 - 549.3 (643)
Tuscarawas,OH,484.2,478.4 - 549.3 (643)
Panola,TX,484.2,478.4 - 549.3 (643)
Crawford,PA,484.3,478.4 - 549.3 (643)
White,IL,484.3,478.4 - 549.3 (643)
Warren,IL,484.3,478.4 - 549.3 (643)
Lake,CA,484.3,478.4 - 549.3 (643)
Blackford,IN,484.4,478.4 - 549.3 (643)
Caldwell,MO,484.4,478.4 - 549.3 (643)
Roane,TN,484.4,478.4 - 549.3 (643)
Duplin,NC,484.5,478.4 - 549.3 (643)
Gladwin,MI,484.7,478.4 - 549.3 (643)
Hamilton,TN,484.7,478.4 - 549.3 (643)
Love,OK,484.8,478.4 - 549.3 (643)
Davis,IA,484.8,478.4 - 549.3 (643)
Power,ID,485.1,478.4 - 549.3 (643)
Clinton,IA,485.2,478.4 - 549.3 (643)
West Baton Rouge,LA,485.3,478.4 - 549.3 (643)
Pickens,SC,485.3,478.4 - 549.3 (643)
Randolph,WV,485.4,478.4 - 549.3 (643)
Anderson,KS,485.5,478.4 - 549.3 (643)
Cuyahoga,OH,485.6,478.4 - 549.3 (643)
White Pine,NV,485.8,478.4 - 549.3 (643)
Madison,AL,485.8,478.4 - 549.3 (643)
Richmond City,VA,485.8,478.4 - 549.3 (643)
Johnson,TX,485.9,478.4 - 549.3 (643)
Boone,IN,486,478.4 - 549.3 (643)
Saline,IL,486.1,478.4 - 549.3 (643)
Putnam,IL,486.2,478.4 - 549.3 (643)
Columbia,FL,486.2,478.4 - 549.3 (643)
Christian,KY,486.5,478.4 - 549.3 (643)
Clark,NV,486.5,478.4 - 549.3 (643)
Halifax,NC,486.8,478.4 - 549.3 (643)
Breckinridge,KY,486.8,478.4 - 549.3 (643)
Lamb,TX,486.9,478.4 - 549.3 (643)
Nome,AK,487,478.4 - 549.3 (643)
Muskingum,OH,487,478.4 - 549.3 (643)
Mecosta,MI,487.2,478.4 - 549.3 (643)
Woodward,OK,487.5,478.4 - 549.3 (643)
Bertie,NC,487.7,478.4 - 549.3 (643)
Ionia,MI,487.8,478.4 - 549.3 (643)
Shasta,CA,487.9,478.4 - 549.3 (643)
McDonough,IL,487.9,478.4 - 549.3 (643)
Pettis,MO,488,478.4 - 549.3 (643)
Blaine,MT,488.1,478.4 - 549.3 (643)
Daviess,MO,488.3,478.4 - 549.3 (643)
Columbia,PA,488.6,478.4 - 549.3 (643)
Union,KY,488.6,478.4 - 549.3 (643)
Dallam,TX,488.7,478.4 - 549.3 (643)
Eddy,NM,488.8,478.4 - 549.3 (643)
Humboldt,CA,489.1,478.4 - 549.3 (643)
Wyoming,PA,489.1,478.4 - 549.3 (643)
Davidson,TN,489.1,478.4 - 549.3 (643)
Crosby,TX,489.3,478.4 - 549.3 (643)
Madison,MS,489.3,478.4 - 549.3 (643)
Polk,MO,489.4,478.4 - 549.3 (643)
Chambers,TX,489.7,478.4 - 549.3 (643)
Van Buren,MI,489.8,478.4 - 549.3 (643)
Pickaway,OH,489.9,478.4 - 549.3 (643)
Liberty,GA,489.9,478.4 - 549.3 (643)
Monroe,TN,489.9,478.4 - 549.3 (643)
Bedford,PA,490,478.4 - 549.3 (643)
Woods,OK,490,478.4 - 549.3 (643)
Hancock,MS,490.1,478.4 - 549.3 (643)
Taylor,FL,490.1,478.4 - 549.3 (643)
Douglas,MO,490.2,478.4 - 549.3 (643)
Lincoln,NV,490.2,478.4 - 549.3 (643)
Brown,OH,490.3,478.4 - 549.3 (643)
Preston,WV,490.3,478.4 - 549.3 (643)
Halifax,VA,490.5,478.4 - 549.3 (643)
Freestone,TX,490.5,478.4 - 549.3 (643)
Miami,OH,490.5,478.4 - 549.3 (643)
Stanislaus,CA,490.9,478.4 - 549.3 (643)
Houston,TX,490.9,478.4 - 549.3 (643)
Pickens,GA,491,478.4 - 549.3 (643)
Lawrence,PA,491.1,478.4 - 549.3 (643)
Montcalm,MI,491.2,478.4 - 549.3 (643)
Izard,AR,491.5,478.4 - 549.3 (643)
Linn,KS,491.5,478.4 - 549.3 (643)
Webster,WV,491.6,478.4 - 549.3 (643)
Tucker,WV,491.7,478.4 - 549.3 (643)
Northumberland,PA,491.8,478.4 - 549.3 (643)
Mineral,WV,491.9,478.4 - 549.3 (643)
Orangeburg,SC,492,478.4 - 549.3 (643)
Sevier,TN,492,478.4 - 549.3 (643)
Wabash,IL,492,478.4 - 549.3 (643)
Fulton,NY,492,478.4 - 549.3 (643)
Atlantic,NJ,492.2,478.4 - 549.3 (643)
Beaver,OK,492.2,478.4 - 549.3 (643)
Morgan,IL,492.2,478.4 - 549.3 (643)
Richland,OH,492.3,478.4 - 549.3 (643)
Tyrrell,NC,492.3,478.4 - 549.3 (643)
Lee,GA,492.4,478.4 - 549.3 (643)
Colonial Heights,VA,492.6,478.4 - 549.3 (643)
Smyth,VA,492.8,478.4 - 549.3 (643)
Washington,NC,492.8,478.4 - 549.3 (643)
Washington,MD,492.9,478.4 - 549.3 (643)
DeSoto,MS,493.3,478.4 - 549.3 (643)
Van Buren,IA,493.3,478.4 - 549.3 (643)
Ohio,WV,493.8,478.4 - 549.3 (643)
Shelby,OH,494.1,478.4 - 549.3 (643)
Darke,OH,494.1,478.4 - 549.3 (643)
Daviess,IN,494.5,478.4 - 549.3 (643)
Faulkner,AR,494.7,478.4 - 549.3 (643)
Macomb,MI,494.8,478.4 - 549.3 (643)
Hanson,SD,494.9,478.4 - 549.3 (643)
Wayne,NC,495,478.4 - 549.3 (643)
Caldwell,NC,495.3,478.4 - 549.3 (643)
Carter,TN,495.3,478.4 - 549.3 (643)
Charlotte,VA,495.3,478.4 - 549.3 (643)
Butler,KY,495.4,478.4 - 549.3 (643)
Kankakee,IL,495.5,478.4 - 549.3 (643)
Hamilton,TX,495.6,478.4 - 549.3 (643)
Carson City,NV,495.9,478.4 - 549.3 (643)
Wapello,IA,496,478.4 - 549.3 (643)
North Slope,AK,496,478.4 - 549.3 (643)
Dewey,SD,496.1,478.4 - 549.3 (643)
Van Buren,AR,496.3,478.4 - 549.3 (643)
Livingston,IL,496.3,478.4 - 549.3 (643)
Wayne,IA,496.5,478.4 - 549.3 (643)
Marion,AR,496.7,478.4 - 549.3 (643)
Lincoln,KY,496.8,478.4 - 549.3 (643)
Reeves,TX,496.8,478.4 - 549.3 (643)
Emery,UT,496.9,478.4 - 549.3 (643)
Webster,MO,496.9,478.4 - 549.3 (643)
Wagoner,OK,497.2,478.4 - 549.3 (643)
Cape Girardeau,MO,497.3,478.4 - 549.3 (643)
Grainger,TN,497.5,478.4 - 549.3 (643)
Northwest Arctic,AK,497.6,478.4 - 549.3 (643)
Bartow,GA,497.7,478.4 - 549.3 (643)
Jefferson,TN,497.9,478.4 - 549.3 (643)
Nicholas,WV,497.9,478.4 - 549.3 (643)
Walton,GA,498,478.4 - 549.3 (643)
Otero,CO,498.1,478.4 - 549.3 (643)
Hampton,VA,498.2,478.4 - 549.3 (643)
Portage,OH,498.4,478.4 - 549.3 (643)
Rockcastle,KY,498.5,478.4 - 549.3 (643)
Fayette,IN,498.5,478.4 - 549.3 (643)
Prince Edward,VA,498.5,478.4 - 549.3 (643)
Newberry,SC,498.5,478.4 - 549.3 (643)
Kern,CA,498.6,478.4 - 549.3 (643)
Clinton,IN,498.8,478.4 - 549.3 (643)
Warren,IN,498.9,478.4 - 549.3 (643)
Franklin,FL,498.9,478.4 - 549.3 (643)
Martin,IN,499.2,478.4 - 549.3 (643)
Dixie,FL,499.3,478.4 - 549.3 (643)
Elliott,KY,499.4,478.4 - 549.3 (643)
Bourbon,KS,499.4,478.4 - 549.3 (643)
Ripley,IN,499.6,478.4 - 549.3 (643)
Brantley,GA,499.6,478.4 - 549.3 (643)
Sampson,NC,499.6,478.4 - 549.3 (643)
Morrow,OH,499.8,478.4 - 549.3 (643)
District of Columbia,DC,499.8,478.4 - 549.3 (643)
Terry,TX,499.9,478.4 - 549.3 (643)
Monroe,IA,500,478.4 - 549.3 (643)
Grant,AR,500.1,478.4 - 549.3 (643)
Bleckley,GA,500.2,478.4 - 549.3 (643)
Auglaize,OH,500.2,478.4 - 549.3 (643)
